# Site: https://lucaberton.com/
# Run Date: 2026-06-05T22:54:41.027Z
# Pages Crawled: 1561
# Total Issues: 3486

issue_type,severity,category,url,evidence_summary,change_state,fix_recommendation,ownership
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/rust-memory-safety-ownership-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/rust-systems-programming-cloud-native,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/rust-vs-go-infrastructure-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/rust-wasm-cloud-native-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/rust-zero-cost-abstractions-performance-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,new,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/saltstack-vs-ansible-configuration-management-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,new,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/scaling-ai-inference-with-vllm-on-rhel-ai-multi-node-deployments,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/scaling-ai-ml-kubernetes-mistakes,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=ai,Weak CSP: unsafe-inline + unsafe-eval in script-src,new,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=ansible,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=cloud,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=containers,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=Containers,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=devops,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=DevOps,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=docker,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=Docker,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=Error+Fix,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=iac,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=installation,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=Installation,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=kubernetes,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=Kubernetes,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=terraform,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=troubleshooting,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=Troubleshooting,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/search?q=tutorial,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/secrets-management-vault-vs-external-secrets,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/securing-ai-workloads-container-isolation,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/securing-ai-workloads-with-selinux-on-rhel,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/securing-cloud-operations,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/security-hardening-for-openclaw-on-azure,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/self-evolving-software-ai-autonomous-code,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/self-healing-infrastructure-ansible-llm,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/selinux-cheat-sheet-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/serverless-containers-cloud-run-fargate-knative,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/service-mesh-istio-ambient-cilium,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/servicenow-basics,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/setting-up-azure-vm-for-openclaw,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/setting-up-openclaw-hybrid-memory-search-with-local-embeddings,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/shift-left-security-policy-as-code,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/slurm-ansible-automated-cluster-deployment,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/slurm-gpu-cluster-workload-manager,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/slurm-job-scheduling-priority-fairshare,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/slurm-monitoring-prometheus-grafana,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/slurm-multi-node-distributed-training,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/slurm-pyxis-enroot-containers,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/small-minds-good-minds-great-minds,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/snyk-ai-security-meetup-amsterdam-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/soc2-compliance-cloud-native,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/sovereign-cloud-eu-data-residency-infrastructure,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/spdx-model-lineage-tracking-in-rhel-ai,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/spring-reactor-reactive-java-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/sql-server-performance-tuning-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/sql-server-performance-tuning-complete-guide,Weak CSP: unsafe-inline + unsafe-eval in script-src,new,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/sr-iov-nvidia-network-operator-vs-intel-nic,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/sre-nl-whos-watching-agents-miro-amsterdam-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/sriov-nic-cluster-policy-kubernetes-vfs,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/ssh-cheat-sheet-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/ssl-tls-certificate-200-days-automation,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/stack8s-kubecon-europe-2026-unified-control-plane-multicloud,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/starweaver-ai-professional-education-summit-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/state-of-ai-europe-prosus-report-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/stream-and-unify-data-schemas-with-cdc,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/structural-battery-composites-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/supabase-open-source-firebase-alternative-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,new,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/superteam-nl-solana-boat-amsterdam,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/supply-chain-security-sbom-sigstore-slsa,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/supply-chain-security-slsa-sigstore,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/sustainable-computing-green-infrastructure,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/synthetic-data-generation-with-instructlab-sdg,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/system-tests-safety-net-cucumber-playwright-chaos,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/systemd-cheat-sheet-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/tank-os-openclaw-podman-enterprise-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/technical-troubleshooting-diagnostics-networks-customers,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/tekton-cloud-native-ci-cd-pipelines-kubernetes-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,new,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/tekton-cncf-incubating-kubernetes-cicd-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/tekton-vs-github-actions-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-aws-infrastructure-tutorial,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-azure-infrastructure-tutorial,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-best-practices-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-cheat-sheet-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-cloud-vs-atlantis,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-cloud-vs-env0,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-cloud-vs-spacelift,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-count-vs-foreach,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-import-vs-data-sources,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-modules-best-practices-2026,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
OTHER_MISSING_OR_WEAK_CSP,Medium,OTHER,https://lucaberton.com/blog/terraform-modules-vs-workspaces,Weak CSP: unsafe-inline + unsafe-eval in script-src,changed,"Tighten the CSP by removing wildcard sources, 'unsafe-inline', and 'unsafe-eval'. Use nonces or hashes for inline scripts.",engineering
